name,isin,bse,nse,series,url
SandS Power,INE902B01017,517273,S&SPOWER,BE,https://www.moneycontrol.com/india/stockpricequote/electricequipment/sandspowerswitchgear/SSP
Sandesh,INE583B01015,526725,SANDESH,EQ,https://www.moneycontrol.com/india/stockpricequote/sandesh/sandesh/S01
Sandhar Technol,INE278H01035,541163,SANDHAR,EQ,https://www.moneycontrol.com/india/stockpricequote/autoancillaries/sandhartechnologies/STl06
Sandu Pharma,INE751D01014,524703,,,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/sandupharmaceuticals/SP02
Sandur Manganes,INE149K01016,504918,SANDUMA,EQ,https://www.moneycontrol.com/india/stockpricequote/miningminerals/sandurmanganeseironores/SMI
Sang Froid Labs,INE345S01013,539392,,,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/sangfroidlabsindia/SFL10
Sangal Papers,INE384D01022,516096,,,https://www.moneycontrol.com/india/stockpricequote/paper/sangalpapers/SP03
Sangam Finserv,INE475D01010,538714,,,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/sangamfinserv/SFT
Sangam India,INE495C01010,514234,SANGAMIND,EQ,https://www.moneycontrol.com/india/stockpricequote/textilesspinningsyntheticblended/sangamindia/SI03
Sangani HOSP,INE0OVI01010,0,SANGANI,SM,https://www.moneycontrol.com/india/stockpricequote/hospitalhealthcareservices/sanganihospitals/SH16
Sanghi Corp,INE998M01012,511640,,,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/sanghicorporateservices/SCS02
Sanghi Ind,INE999B01013,526521,SANGHIIND,EQ,https://www.moneycontrol.com/india/stockpricequote/cementproductsbuildingmaterials/sanghiindustries/SI04
Sanghvi Brands ,INE204Y01010,540782,,,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/sanghvibrandspromoters/SBP03
Sanghvi Forging,INE263L01013,533411,SANGHVIFOR,,https://www.moneycontrol.com/india/stockpricequote/castingsforgings/sanghviforgingengineering/SFE
Sanghvi Movers,INE989A01024,530073,SANGHVIMOV,EQ,https://www.moneycontrol.com/india/stockpricequote/sanghvimovers/sanghvimovers/SM10
Sanginita Chemi,INE753W01010,,SANGINITA,EQ,https://www.moneycontrol.com/india/stockpricequote/chemicals/sanginitachemicals/SC56
Sanguine Media ,INE617F01038,531898,,,https://www.moneycontrol.com/india/stockpricequote/mediaentertainment/sanguinemedia/SML03
Sanjivani Paren,INE860D01013,531569,,,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/sanjivaniparenteral/SP27
Sankhya Infotec,INE877A01013,532972,,,https://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/sankhyainfotech/SI89
Sanmit Infra,INE799C01031,532435,,,https://www.moneycontrol.com/india/stockpricequote/sanmitinfra/sanmitinfra/AHR03
Sanmitra Commer,INE896J01014,512062,,,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/sanmitracommercial/SCL04
Sanofi India,INE058A01010,500674,SANOFI,EQ,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/sanofiindia/AP26
Sanrhea Tech,INE589J01015,514280,,,https://www.moneycontrol.com/india/stockpricequote/textilesprocessing/sanrheatechnicaltextile/STT
Sansera Eng,INE953O01021,543358,SANSERA,EQ,https://www.moneycontrol.com/india/stockpricequote/autoancillariesothers/sanseraengineering/SE27
Sanstar,INE08NE01025,544217,SANSTAR,EQ,https://www.moneycontrol.com/india/stockpricequote/sanstar/sanstar/SL23
Santosh Fine-Fa,INE612D01018,530035,,,https://www.moneycontrol.com/india/stockpricequote/textilesweaving/santoshfinefab/SFF
Santosh Industr,INE576C01017,540822,,,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/santoshindustriesltd/SIL17
Santowin Corp,INE386L01038,512465,,,https://www.moneycontrol.com/india/stockpricequote/textilesprocessing/santowincorporation/SPL08
Sanwaria Consum,INE890C01046,519260,SANWARIA,BZ,https://www.moneycontrol.com/india/stockpricequote/personalcare/sanwariaconsumer/SAO
Sapan Chemicals,INE823E01035,531781,,,https://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/sapanchemicals/SC52
Sapphire Foods,INE806T01012,543397,SAPPHIRE,EQ,https://www.moneycontrol.com/india/stockpricequote/hotelresortrestaurants/sapphirefoodsindia/SFI05
Saptak Chem ,INE467X01015,506906,,,https://www.moneycontrol.com/india/stockpricequote/fertilisers/saptakchemandbusiness/MC12
Saptarishi Agro,INE233P01017,519238,,,https://www.moneycontrol.com/india/stockpricequote/foodprocessing/saptarishiagroindustries/SAI02
Saraswati Comm,INE967G01019,512020,,,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/saraswaticommercialindia/SCI06
Sarda Energy,INE385C01021,504614,SARDAEN,EQ,https://www.moneycontrol.com/india/stockpricequote/steelspongeiron/sardaenergyminerals/SEM
Sarda Proteins ,INE995U01011,519242,,,https://www.moneycontrol.com/india/stockpricequote/sardaproteins/sardaproteins/SPL04
Saregama India,INE979A01025,532163,SAREGAMA,EQ,https://www.moneycontrol.com/india/stockpricequote/mediaentertainment/saregamaindia/SI67
Sarla Performan,INE453D01025,526885,SARLAPOLY,EQ,https://www.moneycontrol.com/india/stockpricequote/textilesprocessing/sarlaperformancefibers/SPF01
Saroja Pharma,INE0PCL01011,,SAROJA,SM,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/sarojapharmaindustriesindia/SPI15
Sarthak Global,INE075H01019,530993,,,https://www.moneycontrol.com/india/stockpricequote/trading/sarthakglobal/SG11
Sarthak Ind,INE074H01012,531930,SARTHAKIND,,https://www.moneycontrol.com/india/stockpricequote/sarthakind/sarthakindustries/SI72
Sarthak Metals,INE017W01010,540393,SMLT,EQ,https://www.moneycontrol.com/india/stockpricequote/miningminerals/sarthakmetals/SM14
Sarup Ind,INE305D01019,514412,,,https://www.moneycontrol.com/india/stockpricequote/leatherproducts/sarupindustries/ST03
Sarvamangal Mer,INE978L01016,506190,,,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/sarvamangalmercantileco/SMC06
Sarveshwar Food,INE324X01026,543688,SARVESHWAR,EQ,https://www.moneycontrol.com/india/stockpricequote/foodprocessing/sarveshwarfoods/SF29
Sarvottam Fin,INE822Q01015,539124,,,https://www.moneycontrol.com/india/stockpricequote/sarvottamfin/sarvottamfinvest/SF26
Sashwat Tech,INE789D01014,506313,,,https://www.moneycontrol.com/india/stockpricequote/financegeneral/sashwattechnocrats/ZT03
Sasken Tech,INE231F01020,532663,SASKEN,EQ,https://www.moneycontrol.com/india/stockpricequote/computerssoftware/saskentechnologies/SCT01
Sasta Sundar,INE019J01013,533259,SASTASUNDR,EQ,https://www.moneycontrol.com/india/stockpricequote/financegeneral/sastasundarventures/MFS
Sat Ind,INE065D01027,511076,SATINDLTD,EQ,https://www.moneycontrol.com/india/stockpricequote/trading/satindustries/SIL15
Satellite Engg,INE087C01015,522279,,,https://www.moneycontrol.com/india/stockpricequote/autoancillaries/satelliteengineering/SE04
Sati Poly Plast,INE0RPM01017,,SATIPOLY,ST,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/satipolyplast/SPPL
Satia Ind,INE170E01023,539201,SATIA,EQ,https://www.moneycontrol.com/india/stockpricequote/paper/satiaindustries/SI96
Satiate Agri,INE06DM01015,524546,,,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/satiateagri/SC06
Satin Credi PP1,IN9836B01023,890149,SATINPP1,,https://www.moneycontrol.com/india/stockpricequote/satincredipp1/satincreditcarenetworkpp1/SCN03
Satin Credit,INE836B01017,539404,SATIN,EQ,https://www.moneycontrol.com/india/stockpricequote/satincredit/satincreditcarenetwork/SCN
Satin Creditcar,IN9836B01015,890149,SATINPP,,https://www.moneycontrol.com/india/stockpricequote/satincreditcar/satincreditcarenetworkpp/SCN01
Satkar Finlease,INE279P01036,536592,,,https://www.moneycontrol.com/india/stockpricequote/financehousing/satkarfinlease/SF
Satra Prop,INE086E01021,508996,,,https://www.moneycontrol.com/india/stockpricequote/constructioncontractingrealestate/satrapropertiesindia/SP39
Sattrix Informa,INE0QUV01010,544189,,,https://www.moneycontrol.com/india/stockpricequote/software/sattrixinformationsecurity/SIS12
Satvahana Ispat,INE176C01016,526093,SATHAISPAT,,https://www.moneycontrol.com/india/stockpricequote/steelpigiron/sathavahanaispat/SI07
Satya Miners,INE394F01018,537068,,,https://www.moneycontrol.com/india/stockpricequote/transportlogistics/satyaminerstransporters/SMT02
Satyam Silk,INE07MC01015,503893,,,https://www.moneycontrol.com/india/stockpricequote/financegeneral/satyamsilk/SS40
Saumya Capital,INE365L01016,531160,,,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/saumyacapital/AMC01
Saumya Consult,INE563C01015,539218,,,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/saumyaconsultants/SC54
Saurashtra Cem,INE626A01014,502175,SAURASHCEM,EQ,https://www.moneycontrol.com/india/stockpricequote/cementmajor/saurashtracement/SC41
Savani Financia,INE304E01010,511577,,,https://www.moneycontrol.com/india/stockpricequote/financeleasinghirepurchase/savanifinancial/SF03
Saven Tech,INE856B01023,532404,,,https://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/saventechnologies/ST14
Savera Ind,INE104E01014,512634,SAVERA,,https://www.moneycontrol.com/india/stockpricequote/hotels/saveraindustries/SH
Savita Oil Tech,INE035D01020,524667,SOTL,EQ,https://www.moneycontrol.com/india/stockpricequote/petrochemicals/savitaoiltechnologies/SOT01
Sawaca Business,INE248B01023,531893,,,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/sawacabusinessmachines/SF19
Sayaji Hotels,INE318C01014,523710,SAYAJIHOTL,,https://www.moneycontrol.com/india/stockpricequote/hotels/sayajihotels/SH02
Sayaji Indore,INE0MGS01014,544080,,,https://www.moneycontrol.com/india/stockpricequote/sayajiindore/sayajiindore/SHIL
Sayaji Industri,INE327G01032,540728,,,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/sayajiindustries/SI100
Sayaji Pune,INE07G501017,544090,,,https://www.moneycontrol.com/india/stockpricequote/sayajipune/sayajipune/SHPL
Scan Projects,INE393D01015,531797,,,https://www.moneycontrol.com/india/stockpricequote/cementmini/scanprojects/AC15
Scan Steels,INE099G01011,511672,,,https://www.moneycontrol.com/india/stockpricequote/steelspongeiron/scansteels/CFS05
Scanpoint Geo,INE967B01028,526544,,,https://www.moneycontrol.com/india/stockpricequote/computerssoftware/scanpointgeomatics/SG12
Scanpoint Geo R,INE967B20010,750665,,,https://www.moneycontrol.com/india/stockpricequote/computerperipherals/scanpointgeomaticsre/SGR01
Scarnose Intl.,INE0IXR01019,543537,,,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/scarnoseinternational/SIL21
Schablona India,INE024C01026,507894,,,https://www.moneycontrol.com/india/stockpricequote/ceramicsgranite/schablonaindia/SI08
Schaeffler Ind,INE513A01022,505790,SCHAEFFLER,EQ,https://www.moneycontrol.com/india/stockpricequote/bearings/schaefflerindia/FAG
Schneider Infra,INE839M01018,534139,SCHNEIDER,EQ,https://www.moneycontrol.com/india/stockpricequote/powergenerationdistribution/schneiderelectricinfrastructure/SEI04
Schneider Pres,INE155D01018,590033,,,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/schneiderelectricpresidentsystems/APW
Scintilla Comme,INE892C01018,538857,,,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/scintillacommercialcredit/SCC06
Scoobee Day,INE962E01015,531234,,,https://www.moneycontrol.com/india/stockpricequote/paper/scoobeedaygarmentsindia/VPB
Scooters India,INE959E01011,505141,,,https://www.moneycontrol.com/india/stockpricequote/auto23wheelers/scootersindia/SI09
Scope Ind,INE747C01014,531886,,,https://www.moneycontrol.com/india/stockpricequote/ceramicsgranite/scopeindustriesindia/JMU
Sea TV Network,INE351L01016,533268,,,https://www.moneycontrol.com/india/stockpricequote/mediaentertainment/seatvnetwork/STN02
Sealmatic India,INE0O4601016,543782,,,https://www.moneycontrol.com/india/stockpricequote/engineeringindustrialequipments/sealmaticindia/SIL22
Seamec,INE497B01018,526807,SEAMECLTD,EQ,https://www.moneycontrol.com/india/stockpricequote/shipping/seamec/S14
Seasons Furnish,INE454D01015,521182,,,https://www.moneycontrol.com/india/stockpricequote/textilesgeneral/seasonsfurnishings/SF05
Seasons Textile,INE707B01010,514264,,,https://www.moneycontrol.com/india/stockpricequote/textilesweaving/seasonstextiles/ST04
SecMark Consult,INE0BTM01013,543234,SECMARK,EQ,https://www.moneycontrol.com/india/stockpricequote/secmarkconsult/secmarkconsultancy/SCL12
SecUR Credentia,INE195Y01010,543625,SECURCRED,BE,https://www.moneycontrol.com/india/stockpricequote/diversified/securcredentials/SC10
Secunbad Health,INE930C01016,524540,,,https://www.moneycontrol.com/india/stockpricequote/hospitalsmedicalservices/secunderabadhealthcare/SH04
Secure Earth,INE160B01038,511503,,,https://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/secureearthtechnologies/GI30
Securekloud Tec,INE650K01021,512161,SECURKLOUD,EQ,https://www.moneycontrol.com/india/stockpricequote/computerssoftware/securekloudtechnologies/PMS01
Sejal Glass,INE955I01044,532993,SEJALLTD,BE,https://www.moneycontrol.com/india/stockpricequote/glassglassproducts/sejalglass/SAG
Selan Explore,INE818A01017,530075,SELAN,EQ,https://www.moneycontrol.com/india/stockpricequote/oildrillingandexploration/selanexplorationtechnology/SET
Sellwin Traders,INE195F01019,538875,,,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/sellwintraders/ST23
Senbo Ind,INE792C01010,532021,,,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/senboindustries/SI55
Senco Gold,INE602W01019,543936,SENCO,EQ,https://www.moneycontrol.com/india/stockpricequote/diamondjewellery/sencogold/SG14
Senthil Infotek,INE564B01015,531980,,,https://www.moneycontrol.com/india/stockpricequote/computerssoftware/senthilinfotek/SA11
Sequel e-Router,INE893C01032,521238,,,https://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/sequelerouters/SR03
Sequent Scienti,INE807F01027,512529,SEQUENT,EQ,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/sequentscientific/PID01
Sera Investment,INE017I01027,512399,,,https://www.moneycontrol.com/india/stockpricequote/serainvestment/serainvestmentsfinanceindia/KC03
Servalakshmi,INE431L01016,533401,SERVALL,,https://www.moneycontrol.com/india/stockpricequote/paper/servalakshmipaper/SP11
Service Care,INE0P1Q01015,0,SERVICE,SM,https://www.moneycontrol.com/india/stockpricequote/misccommercialservices/servicecare/SC42
Servotech Ind,INE185D01015,531944,,,https://www.moneycontrol.com/india/stockpricequote/servotechind/servotechindustries/SE14
Servotech Power,INE782X01033,0,SERVOTECH,EQ,https://www.moneycontrol.com/india/stockpricequote/electricals/servotechpowersystems/SPS04
Seshasayee Pape,INE630A01024,502450,SESHAPAPER,EQ,https://www.moneycontrol.com/india/stockpricequote/paper/seshasayeepaperboards/SPB
Setco Auto,INE878E01021,505075,SETCO,,https://www.moneycontrol.com/india/stockpricequote/autoancillaries/setcoautomotive/SA14
Setubandhan Inf,INE023M01027,533605,SETUINFRA,BZ,https://www.moneycontrol.com/india/stockpricequote/constructioncontractingcivil/setubandhaninfrastructure/PC02
Seven Hill Ind.,INE518D01025,511760,,,https://www.moneycontrol.com/india/stockpricequote/financeleasinghirepurchase/sevenhillindustries/KF07
Seya Industries,INE573R01012,524324,SEYAIND,,https://www.moneycontrol.com/india/stockpricequote/chemicals/seyaindustries/SOC01
Shah Alloys,INE640C01011,513436,SHAHALLOYS,EQ,https://www.moneycontrol.com/india/stockpricequote/steelmediumsmall/shahalloys/SA03
Shah Construct,INE02C301011,509870,,,https://www.moneycontrol.com/india/stockpricequote/constructioncontractinghousing/shahconstructioncompany/SCC02
Shah Foods,INE455D01012,519031,,,https://www.moneycontrol.com/india/stockpricequote/foodprocessing/shahfoods/SF06
Shahi Shipping,INE825D01016,526508,,,https://www.moneycontrol.com/india/stockpricequote/shipping/shahishipping/SKS06
Shailja Comm.,INE195R01014,539520,,,https://www.moneycontrol.com/india/stockpricequote/trading/shailjacommercialtradefrenzy/SCT03
Shaily Engg,INE151G01028,501423,SHAILY,EQ,https://www.moneycontrol.com/india/stockpricequote/trading/shailyengineeringplastics/SEP02
Shakti Press,INE794C01016,526841,,,https://www.moneycontrol.com/india/stockpricequote/shaktipress/shaktipress/SP12
Shakti Pumps,INE908D01010,531431,SHAKTIPUMP,EQ,https://www.moneycontrol.com/india/stockpricequote/pumps/shaktipumpsindia/SPI08
Shalby ,INE597J01018,540797,SHALBY,EQ,https://www.moneycontrol.com/india/stockpricequote/hospitalsmedicalservices/shalby/SL18
Shalibhadra Fin,INE861D01011,511754,,,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/shalibhadrafinance/SF07
Shalimar Agenci,INE631E01016,539895,,,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/shalimaragencies/SA16
Shalimar Paints,INE849C01026,509874,SHALPAINTS,EQ,https://www.moneycontrol.com/india/stockpricequote/paintsvarnishes/shalimarpaints/SP13
Shalimar Prod,INE435E01020,512499,,,https://www.moneycontrol.com/india/stockpricequote/mediaentertainment/shalimarproductions/SP37
Shalimar Wires,INE655D01025,532455,,,https://www.moneycontrol.com/india/stockpricequote/metalsnonferrous/shalimarwiresindustries/SWI02
Shamrock Ind,INE022F01015,531240,,,https://www.moneycontrol.com/india/stockpricequote/shamrockind/shamrockindustrialcorporation/SIC
Shangar Decor,INE118R01024,540259,,,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/shangardecor/SD07
Shankar Lal Ram,INE01NE01012,542232,,,https://www.moneycontrol.com/india/stockpricequote/shankarlalram/shankarlalrampaldyechem/SLR
Shankara Buildi,INE274V01019,540425,SHANKARA,EQ,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/shankarabuildingproducts/SBP02
Shantai Industr,INE408F01016,512297,,,https://www.moneycontrol.com/india/stockpricequote/textilesspinningsyntheticblended/shantaiindustries/WAT
Shantanu Sheo,INE545N01019,531925,,,https://www.moneycontrol.com/india/stockpricequote/aquaculture/shantanusheoreyaqua/SSA02
Shanthala,INE0Q9Q01017,,SHANTHALA,SM,https://www.moneycontrol.com/india/stockpricequote/trading/shanthalafmcgproducts/SFP01
Shanthi Gears,INE631A01022,522034,SHANTIGEAR,EQ,https://www.moneycontrol.com/india/stockpricequote/autoancillaries/shanthigears/SG04
Shanti Educatio,INE440T01028,539921,,,https://www.moneycontrol.com/india/stockpricequote/computerssoftwaretraining/shantieducationalinitiativeslimited/SEI07
Shanti Overseas,INE933X01016,0,SHANTI,BE,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/shantioverseasindia/SO01
Shanti Pharma,INE358P01012,524484,,,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/shantipharmacetuciallaboratories/SPL01
Shanti Spintex,INE0QZQ01019,544059,,,https://www.moneycontrol.com/india/stockpricequote/textiles/shantispintex/SSL15
Shantidoot Infr,INE0LU301014,543598,,,https://www.moneycontrol.com/india/stockpricequote/constructioninfrastructure/shantidootinfraservices/SIS10
