symbol,isin,exchange,date,open,high,low,close,volume,year,month,day,ym
PRO FIN CAP.,511557,BSE,2021-12-14,39.95,39.95,34.0,34.15,1738,2021,12,14,202112
TIMES GUARAN,511559,BSE,2021-12-14,49.3,49.85,47.15,47.3,805,2021,12,14,202112
SOMDATT FIN ,511571,BSE,2021-12-14,38.0,39.9,37.0,38.8,2249,2021,12,14,202112
REGENCY TRUS,511585,BSE,2021-12-14,1.24,1.26,1.24,1.26,25564,2021,12,14,202112
AVONMORE    ,511589,BSE,2021-12-14,69.85,69.85,66.4,67.9,54756,2021,12,14,202112
LIBORD FIN  ,511593,BSE,2021-12-14,4.77,4.77,4.77,4.77,100,2021,12,14,202112
YASH MANAGE.,511601,BSE,2021-12-14,11.58,11.58,10.55,10.82,49571,2021,12,14,202112
ARIHANT CAP.,511605,BSE,2021-12-14,154.95,160.0,153.0,158.45,5214,2021,12,14,202112
ISL CONSULT ,511609,BSE,2021-12-14,17.3,17.3,17.1,17.3,806,2021,12,14,202112
DCM FINANCIA,511611,BSE,2021-12-14,3.5,3.6,3.5,3.6,130,2021,12,14,202112
IMCAP       ,511628,BSE,2021-12-14,92.0,92.0,87.0,91.45,257,2021,12,14,202112
SAMBHAAV MED,511630,BSE,2021-12-14,4.79,4.79,4.79,4.79,15451,2021,12,14,202112
SUGAL DAM   ,511654,BSE,2021-12-14,9.04,9.04,9.04,9.04,13300,2021,12,14,202112
NETTLINX LTD,511658,BSE,2021-12-14,63.0,71.55,60.5,67.05,44701,2021,12,14,202112
SCANSTL     ,511672,BSE,2021-12-14,35.15,35.65,33.6,35.25,50700,2021,12,14,202112
GIC HOUSING ,511676,BSE,2021-12-14,151.45,159.2,151.45,156.4,11339,2021,12,14,202112
AJCON GLOBAL,511692,BSE,2021-12-14,54.0,56.6,51.3,56.6,637,2021,12,14,202112
PARSHARTI IN,511702,BSE,2021-12-14,8.68,8.68,8.25,8.25,2780,2021,12,14,202112
CUBICAL FIN.,511710,BSE,2021-12-14,2.68,2.68,2.52,2.68,384040,2021,12,14,202112
RELIC TECHNO,511712,BSE,2021-12-14,14.2,15.3,14.2,15.3,18,2021,12,14,202112
NIMBSPROJ   ,511714,BSE,2021-12-14,28.0,29.4,28.0,28.0,42,2021,12,14,202112
BAID LEASING,511724,BSE,2021-12-14,105.0,111.0,101.7,103.6,17587,2021,12,14,202112
VIPUL LTD   ,511726,BSE,2021-12-14,28.95,28.95,26.3,26.9,6796,2021,12,14,202112
KZ LEAS FIN.,511728,BSE,2021-12-14,20.75,20.75,20.75,20.75,109,2021,12,14,202112
USHDEV INTNL,511736,BSE,2021-12-14,5.48,5.48,5.35,5.48,216673,2021,12,14,202112
UGROCAP     ,511742,BSE,2021-12-14,204.45,204.45,185.15,190.15,731142,2021,12,14,202112
SHALIB.FINAN,511754,BSE,2021-12-14,146.5,146.5,122.55,122.7,16909,2021,12,14,202112
SEVENHILL   ,511760,BSE,2021-12-14,0.56,0.56,0.56,0.56,4085390,2021,12,14,202112
UPASANA FIN.,511764,BSE,2021-12-14,16.65,17.45,16.1,17.3,2611,2021,12,14,202112
MUTHOOT CAP ,511766,BSE,2021-12-14,366.3,371.85,360.0,367.85,545,2021,12,14,202112
MASTER TRUST,511768,BSE,2021-12-14,177.3,177.3,177.3,177.3,16777,2021,12,14,202112
CNI RES LTD ,512018,BSE,2021-12-14,2.75,3.05,2.66,2.79,316831,2021,12,14,202112
SARASW.COMM.,512020,BSE,2021-12-14,2464.9,2574.5,2464.9,2520.6,70,2021,12,14,202112
VISVEN      ,512064,BSE,2021-12-14,64.55,64.55,64.55,64.55,7,2021,12,14,202112
DECCANGOLD  ,512068,BSE,2021-12-14,21.0,21.85,20.5,21.85,118125,2021,12,14,202112
UPL         ,512070,BSE,2021-12-14,731.0,748.45,731.0,747.1,38604,2021,12,14,202112
CRANES SOFTW,512093,BSE,2021-12-14,3.45,3.53,3.37,3.53,221715,2021,12,14,202112
NIDHI GRANIT,512103,BSE,2021-12-14,77.0,77.0,75.0,75.0,6,2021,12,14,202112
SIGNET IND  ,512131,BSE,2021-12-14,42.85,42.85,40.5,40.9,5768,2021,12,14,202112
SECURKLOUD  ,512161,BSE,2021-12-14,175.0,177.85,164.4,164.4,16561,2021,12,14,202112
ABANSENT    ,512165,BSE,2021-12-14,103.1,105.1,102.05,104.95,3340,2021,12,14,202112
CAPRICORN   ,512169,BSE,2021-12-14,7.53,7.75,7.53,7.53,5156,2021,12,14,202112
VAMA INDS   ,512175,BSE,2021-12-14,8.65,9.3,8.65,8.87,28480,2021,12,14,202112
SUNTECK REAL,512179,BSE,2021-12-14,445.0,446.95,436.7,442.6,38049,2021,12,14,202112
SILVEROAK   ,512197,BSE,2021-12-14,3.67,3.67,3.5,3.66,8961,2021,12,14,202112
STEPHANOTIS ,512215,BSE,2021-12-14,18.6,18.6,18.6,18.6,1440,2021,12,14,202112
PRISM MEDI  ,512217,BSE,2021-12-14,8.38,9.99,8.33,9.99,254023,2021,12,14,202112
VERITAS     ,512229,BSE,2021-12-14,80.15,83.35,80.15,80.6,29085,2021,12,14,202112
JAI CORP LTD,512237,BSE,2021-12-14,137.0,138.05,134.4,135.15,201619,2021,12,14,202112
ASHIRWAD CAP,512247,BSE,2021-12-14,5.88,6.15,5.56,5.88,153997,2021,12,14,202112
SVARTCORP   ,512257,BSE,2021-12-14,4.15,4.8,3.91,4.65,345919,2021,12,14,202112
MEDIA MATRIX,512267,BSE,2021-12-14,11.29,11.29,11.29,11.29,86240,2021,12,14,202112
BHAGYA INL  ,512296,BSE,2021-12-14,46.0,46.7,45.6,46.3,809,2021,12,14,202112
CHAMBAL BREW,512301,BSE,2021-12-14,3.45,3.45,3.45,3.45,200,2021,12,14,202112
KRL         ,512329,BSE,2021-12-14,338.0,338.8,338.0,338.8,387,2021,12,14,202112
ARAVALI SEC.,512344,BSE,2021-12-14,6.48,6.48,6.48,6.48,4176,2021,12,14,202112
SWORDEDGE   ,512359,BSE,2021-12-14,1.11,1.11,1.11,1.11,709379,2021,12,14,202112
CRESSANDA SO,512379,BSE,2021-12-14,6.21,6.26,6.21,6.26,6444223,2021,12,14,202112
STARTECK    ,512381,BSE,2021-12-14,127.0,133.0,124.0,124.0,13015,2021,12,14,202112
SHARDUL SECU,512393,BSE,2021-12-14,94.55,94.55,86.5,88.3,909,2021,12,14,202112
KAPASHI COMM,512399,BSE,2021-12-14,60.55,60.55,54.85,60.3,420,2021,12,14,202112
NIRAV COMMER,512425,BSE,2021-12-14,578.0,578.0,495.15,522.55,162,2021,12,14,202112
APOLLO FIN I,512437,BSE,2021-12-14,584.65,600.0,571.4,593.95,788,2021,12,14,202112
ENBEE TRADG.,512441,BSE,2021-12-14,54.8,54.8,54.8,54.8,1,2021,12,14,202112
SHRI JAGDAMB,512453,BSE,2021-12-14,996.95,1010.0,980.0,997.4,1094,2021,12,14,202112
LLOYDS MET E,512455,BSE,2021-12-14,84.0,84.0,79.25,79.5,106843,2021,12,14,202112
SHREE GLOBAL,512463,BSE,2021-12-14,5.18,5.18,5.05,5.18,262861,2021,12,14,202112
BETEX INDIA ,512477,BSE,2021-12-14,85.8,85.8,77.25,81.0,239,2021,12,14,202112
POLYTEX(P)  ,512481,BSE,2021-12-14,4.35,4.75,4.35,4.64,26277,2021,12,14,202112
DHANAL.COTEX,512485,BSE,2021-12-14,85.75,85.75,85.75,85.75,35,2021,12,14,202112
OASIS SECUR.,512489,BSE,2021-12-14,64.05,69.9,64.05,65.1,3572,2021,12,14,202112
GARNET INTL ,512493,BSE,2021-12-14,76.95,77.25,74.0,74.45,28317,2021,12,14,202112
SHALIMAR PRO,512499,BSE,2021-12-14,0.49,0.5,0.49,0.49,55918607,2021,12,14,202112
DONEAR IND. ,512519,BSE,2021-12-14,62.5,63.85,61.6,63.7,5355,2021,12,14,202112
SUPER SAL IN,512527,BSE,2021-12-14,775.0,805.0,773.5,800.0,575,2021,12,14,202112
SEQUENT     ,512529,BSE,2021-12-14,175.0,182.25,173.0,179.2,288602,2021,12,14,202112
STC INDIA   ,512531,BSE,2021-12-14,97.95,98.45,97.05,97.7,615,2021,12,14,202112
ZENITH EXP. ,512553,BSE,2021-12-14,86.1,89.95,85.75,87.35,372,2021,12,14,202112
AVANTI FEEDS,512573,BSE,2021-12-14,539.55,554.2,535.1,545.2,8820,2021,12,14,202112
ZODIAC JRD  ,512587,BSE,2021-12-14,34.8,36.0,32.6,33.7,4570,2021,12,14,202112
SITA ENTER. ,512589,BSE,2021-12-14,13.5,13.7,13.45,13.7,721,2021,12,14,202112
KEYFINSER   ,512597,BSE,2021-12-14,122.0,129.1,119.05,127.2,39769,2021,12,14,202112
ADANI ENTER ,512599,BSE,2021-12-14,1715.0,1727.55,1682.8,1719.05,52000,2021,12,14,202112
MACRO INTER.,512600,BSE,2021-12-14,5.5,5.99,5.5,5.99,1210,2021,12,14,202112
HARIA EXPORT,512604,BSE,2021-12-14,7.85,7.86,7.85,7.86,20087,2021,12,14,202112
BHANDARI HOS,512608,BSE,2021-12-14,7.29,7.33,7.2,7.33,1548902,2021,12,14,202112
RLF LIMITED.,512618,BSE,2021-12-14,11.02,11.02,11.0,11.02,28913,2021,12,14,202112
REGENTRP    ,512624,BSE,2021-12-14,2.07,2.27,2.07,2.25,13294,2021,12,14,202112
ORBIT EXPORT,512626,BSE,2021-12-14,71.8,71.8,70.05,71.1,1561,2021,12,14,202112
SAVERA IND  ,512634,BSE,2021-12-14,47.3,47.3,44.7,46.55,1337,2021,12,14,202112
VBC FERRO   ,513005,BSE,2021-12-14,17.3,17.3,17.3,17.3,1350,2021,12,14,202112
TATASTLLP   ,513010,BSE,2021-12-14,780.0,783.55,760.3,765.35,7343,2021,12,14,202112
NAV BHAR VEN,513023,BSE,2021-12-14,116.75,121.5,116.5,118.85,29707,2021,12,14,202112
REMI EDEL   ,513043,BSE,2021-12-14,31.95,31.95,28.8,30.0,1383,2021,12,14,202112
G.S.AUTO INT,513059,BSE,2021-12-14,11.23,11.24,10.65,10.78,17395,2021,12,14,202112
TRANSFREIGHT,513063,BSE,2021-12-14,13.7,14.6,13.27,13.62,4278,2021,12,14,202112
SHIV.BIMETAL,513097,BSE,2021-12-14,369.75,385.0,362.55,377.9,8909,2021,12,14,202112
GANDHI SP.TU,513108,BSE,2021-12-14,377.45,386.9,371.55,374.45,369,2021,12,14,202112
AMFORGE IND.,513117,BSE,2021-12-14,7.68,7.68,7.68,7.68,22354,2021,12,14,202112
ORICON ENT  ,513121,BSE,2021-12-14,39.45,41.5,37.55,39.9,118466,2021,12,14,202112
ACROW INDIA ,513149,BSE,2021-12-14,143.1,143.1,143.1,143.1,48,2021,12,14,202112
STL STR INF ,513173,BSE,2021-12-14,35.05,36.9,34.0,34.35,15920,2021,12,14,202112
UTTAM GALVA ,513216,BSE,2021-12-14,4.92,5.29,4.89,5.26,731399,2021,12,14,202112
PENNAR STEEL,513228,BSE,2021-12-14,33.3,34.6,31.85,33.25,187171,2021,12,14,202112
JYOTI STRUCT,513250,BSE,2021-12-14,19.45,19.65,18.3,18.85,35261,2021,12,14,202112
JAY USHIN   ,513252,BSE,2021-12-14,480.0,507.95,468.15,499.7,92,2021,12,14,202112
ST.STR.WHEEL,513262,BSE,2021-12-14,854.3,882.0,806.6,873.3,3969,2021,12,14,202112
MAN IND.(I) ,513269,BSE,2021-12-14,99.8,103.65,99.75,101.0,31387,2021,12,14,202112
IMEC        ,513295,BSE,2021-12-14,1.95,1.95,1.86,1.92,78624,2021,12,14,202112
MODERN STEEL,513303,BSE,2021-12-14,4.25,4.25,4.25,4.25,2926,2021,12,14,202112
TERRASCOPE  ,513305,BSE,2021-12-14,2.55,2.79,2.55,2.75,45920,2021,12,14,202112
SYNTHIKO FOI,513307,BSE,2021-12-14,43.0,46.65,43.0,46.65,246,2021,12,14,202112
GOLKONDA    ,513309,BSE,2021-12-14,22.1,22.2,20.1,22.2,1181,2021,12,14,202112
METALFORGE  ,513335,BSE,2021-12-14,5.72,5.72,5.45,5.71,28967,2021,12,14,202112
GRAND FOUND ,513343,BSE,2021-12-14,4.32,4.32,3.92,4.32,2657,2021,12,14,202112
AJMERA      ,513349,BSE,2021-12-14,295.0,298.0,292.75,292.8,1022,2021,12,14,202112
COCHIN MIN. ,513353,BSE,2021-12-14,118.05,119.95,116.05,119.0,1478,2021,12,14,202112
ISW LTD     ,513361,BSE,2021-12-14,2.92,2.92,2.85,2.92,835782,2021,12,14,202112
RAJKUMAR FRG,513369,BSE,2021-12-14,44.5,44.5,41.05,42.75,4366,2021,12,14,202112
CARBORUNDUM ,513375,BSE,2021-12-14,899.0,908.0,870.2,895.75,11705,2021,12,14,202112
MINERAL&METL,513377,BSE,2021-12-14,43.0,43.75,43.0,43.15,139228,2021,12,14,202112
VALLABH STEL,513397,BSE,2021-12-14,7.0,7.35,7.0,7.3,1329,2021,12,14,202112
ASHIANA ISP.,513401,BSE,2021-12-14,17.2,17.2,16.15,16.8,2593,2021,12,14,202112
SMFIL       ,513418,BSE,2021-12-14,4.79,4.88,4.25,4.88,54698,2021,12,14,202112
MAITRI      ,513430,BSE,2021-12-14,10.51,10.51,10.51,10.51,210,2021,12,14,202112
TATA METALIK,513434,BSE,2021-12-14,895.0,909.35,890.45,901.3,5123,2021,12,14,202112
SHAH ALLOYS ,513436,BSE,2021-12-14,50.35,52.45,50.35,50.35,37910,2021,12,14,202112
JSWISPL     ,513446,BSE,2021-12-14,37.4,39.0,37.0,38.5,840099,2021,12,14,202112
ELANGO INDUS,513452,BSE,2021-12-14,8.45,8.6,8.45,8.6,59,2021,12,14,202112
KANISHK ST. ,513456,BSE,2021-12-14,31.4,32.45,30.3,31.8,7017,2021,12,14,202112
MAHALAXMI SM,513460,BSE,2021-12-14,6.93,6.93,6.93,6.93,410,2021,12,14,202112
SIMPLEX CAST,513472,BSE,2021-12-14,44.95,45.65,42.7,45.5,10470,2021,12,14,202112
SH.STEEL WIR,513488,BSE,2021-12-14,25.4,25.4,23.7,24.6,5770,2021,12,14,202112
BARODA EXTR.,513502,BSE,2021-12-14,6.25,6.25,6.25,6.25,189784,2021,12,14,202112
GUJ.CONTAIN.,513507,BSE,2021-12-14,56.0,56.7,56.0,56.0,300,2021,12,14,202112
KALYANI FORG,513509,BSE,2021-12-14,186.45,186.45,181.05,185.6,21,2021,12,14,202112
PANCH.STEEL ,513511,BSE,2021-12-14,112.6,116.75,107.2,110.9,31216,2021,12,14,202112
ADITYA ISPAT,513513,BSE,2021-12-14,9.69,9.99,9.61,9.65,8257,2021,12,14,202112
S.R.INDUS.  ,513515,BSE,2021-12-14,2.6,2.6,2.5,2.5,22102,2021,12,14,202112
STEELCAST   ,513517,BSE,2021-12-14,311.3,315.0,311.3,315.0,74,2021,12,14,202112
PITTIENG    ,513519,BSE,2021-12-14,249.8,265.4,249.8,256.9,26823,2021,12,14,202112
GLITTEK GRAN,513528,BSE,2021-12-14,2.84,2.97,2.84,2.97,13513,2021,12,14,202112
PRADEEP MET.,513532,BSE,2021-12-14,99.95,101.0,97.4,97.95,5466,2021,12,14,202112
GNRL        ,513536,BSE,2021-12-14,11.97,11.97,11.66,11.74,34581,2021,12,14,202112
T.N.STEEL TU,513540,BSE,2021-12-14,9.5,9.88,9.03,9.88,3100,2021,12,14,202112
SHARDA ISPAT,513548,BSE,2021-12-14,71.0,71.0,66.7,68.2,311,2021,12,14,202112
MAHA STEEL  ,513554,BSE,2021-12-14,84.15,84.4,82.7,82.7,143,2021,12,14,202112
HIND.COPPER ,513599,BSE,2021-12-14,129.45,130.0,126.05,126.85,202672,2021,12,14,202112
SRIPIPES    ,513605,BSE,2021-12-14,206.45,207.7,205.15,206.75,1747,2021,12,14,202112
AXEL POLYMER,513642,BSE,2021-12-14,54.05,59.0,54.0,57.45,4187,2021,12,14,202112
NLCINDIA    ,513683,BSE,2021-12-14,60.15,61.25,60.1,60.65,216523,2021,12,14,202112
SPECTRA IND.,513687,BSE,2021-12-14,12.53,12.53,12.53,12.53,1390,2021,12,14,202112
KIC METALIKS,513693,BSE,2021-12-14,53.0,53.45,51.0,52.75,32558,2021,12,14,202112
SOLID STONE ,513699,BSE,2021-12-14,26.5,26.5,24.2,26.4,629,2021,12,14,202112
SHILP GRAVUR,513709,BSE,2021-12-14,102.75,114.0,102.6,109.6,7958,2021,12,14,202112
WHITEORG    ,513713,BSE,2021-12-14,11.44,11.66,10.9,11.66,365730,2021,12,14,202112
MFSINTRCRP  ,513721,BSE,2021-12-14,15.87,15.87,15.87,15.87,1000,2021,12,14,202112
HGIND       ,513723,BSE,2021-12-14,60.7,60.7,60.7,60.7,2484,2021,12,14,202112
ARO GRANITE ,513729,BSE,2021-12-14,77.0,79.75,76.8,79.0,10465,2021,12,14,202112
HIM.FIBRES  ,514010,BSE,2021-12-14,5.06,5.06,4.76,5.06,78568,2021,12,14,202112
DEEPAK SPINN,514030,BSE,2021-12-14,281.0,289.8,278.1,283.3,12935,2021,12,14,202112
JBF IND.LTD ,514034,BSE,2021-12-14,20.8,21.4,20.8,20.85,286999,2021,12,14,202112
LOY.TEX MILL,514036,BSE,2021-12-14,1052.9,1087.0,1052.9,1084.25,910,2021,12,14,202112
HIMAT.SEIDE ,514043,BSE,2021-12-14,224.8,235.0,222.0,233.3,15198,2021,12,14,202112
BSL LTD.    ,514045,BSE,2021-12-14,111.9,116.75,111.9,116.75,32326,2021,12,14,202112
PBM POLYTEX ,514087,BSE,2021-12-14,169.0,169.0,158.8,161.1,8882,2021,12,14,202112
ADHINATH TEX,514113,BSE,2021-12-14,60.9,60.9,60.9,60.9,15252,2021,12,14,202112
SURYALATA SP,514138,BSE,2021-12-14,282.0,295.0,282.0,290.5,607,2021,12,14,202112
SURYAVA SPIN,514140,BSE,2021-12-14,14.05,14.43,13.07,14.43,7874,2021,12,14,202112
TT LTD.     ,514142,BSE,2021-12-14,85.85,87.0,84.2,84.2,1752,2021,12,14,202112
WELSPUN (I) ,514162,BSE,2021-12-14,141.45,145.8,141.45,144.25,486438,2021,12,14,202112
IND.ACRYLICS,514165,BSE,2021-12-14,13.6,13.6,12.25,13.07,171032,2021,12,14,202112
GANESH ECOSP,514167,BSE,2021-12-14,490.05,499.8,489.3,498.0,1098,2021,12,14,202112
CEETA IND.  ,514171,BSE,2021-12-14,16.5,16.5,15.6,15.6,1586,2021,12,14,202112
VARDHMAN POL,514175,BSE,2021-12-14,24.5,24.75,23.75,24.4,2043,2021,12,14,202112
BLA ROS IND ,514183,BSE,2021-12-14,210.9,210.9,204.55,207.85,41016,2021,12,14,202112
ST CORP     ,514197,BSE,2021-12-14,22.85,22.85,22.85,22.85,100,2021,12,14,202112
SUMEET INDUS,514211,BSE,2021-12-14,10.0,10.16,9.2,10.06,179408,2021,12,14,202112
BINNY LTD.  ,514215,BSE,2021-12-14,216.0,216.0,207.0,212.95,1926,2021,12,14,202112
RAMGOPAL POL,514223,BSE,2021-12-14,13.6,15.0,13.6,15.0,19169,2021,12,14,202112
SANGAM INDIA,514234,BSE,2021-12-14,292.5,308.7,284.0,296.1,7873,2021,12,14,202112
IKAB SEC.   ,514238,BSE,2021-12-14,187.85,187.85,187.85,187.85,200,2021,12,14,202112
SREECHEM RES,514248,BSE,2021-12-14,30.6,30.6,30.6,30.6,1200,2021,12,14,202112
SEASONS TEXT,514264,BSE,2021-12-14,7.82,7.82,7.4,7.42,390,2021,12,14,202112
ZENITH FIBRE,514266,BSE,2021-12-14,56.3,56.35,54.6,54.75,138,2021,12,14,202112
BHILWARA SP.,514272,BSE,2021-12-14,22.9,23.5,19.05,21.5,56832,2021,12,14,202112
AARVEE DENIM,514274,BSE,2021-12-14,26.9,26.9,24.25,25.0,24818,2021,12,14,202112
SANRHEA TECH,514280,BSE,2021-12-14,86.55,86.55,78.4,84.25,1233,2021,12,14,202112
ASHIMA LTD. ,514286,BSE,2021-12-14,18.0,18.45,17.65,17.8,10222,2021,12,14,202112
PIONEER EMB ,514300,BSE,2021-12-14,62.35,65.05,62.25,63.45,13666,2021,12,14,202112
VIPPY SPIN. ,514302,BSE,2021-12-14,110.0,115.65,105.0,108.0,2754,2021,12,14,202112
JAY HIND SYN,514312,BSE,2021-12-14,6.56,6.56,6.2,6.5,8890,2021,12,14,202112
RAGHUVIR SYN,514316,BSE,2021-12-14,661.9,661.9,661.9,661.9,13468,2021,12,14,202112
KAMADGIRI   ,514322,BSE,2021-12-14,38.4,41.1,38.25,40.0,1369,2021,12,14,202112
PATSPIN INDI,514326,BSE,2021-12-14,9.85,9.85,9.17,9.37,13572,2021,12,14,202112
ONEGLOBAL   ,514330,BSE,2021-12-14,22.0,22.0,20.15,22.0,211,2021,12,14,202112
NEOINFRA    ,514332,BSE,2021-12-14,21.5,21.5,20.5,20.5,1400,2021,12,14,202112
GENESIS     ,514336,BSE,2021-12-14,7.84,7.84,7.84,7.84,125,2021,12,14,202112
PREMIER POLY,514354,BSE,2021-12-14,82.8,84.4,80.8,81.8,3911,2021,12,14,202112
EVERLON SYN.,514358,BSE,2021-12-14,46.2,46.2,46.2,46.2,839,2021,12,14,202112
KRRAIL      ,514360,BSE,2021-12-14,28.25,31.25,28.25,28.75,2910,2021,12,14,202112
GUJ COTEX   ,514386,BSE,2021-12-14,1.59,1.59,1.59,1.59,600,2021,12,14,202112
AJIL        ,514394,BSE,2021-12-14,37.0,38.0,35.15,36.9,11334,2021,12,14,202112
GARWARE SYN.,514400,BSE,2021-12-14,13.5,13.5,12.26,12.3,5348,2021,12,14,202112
MANORG      ,514418,BSE,2021-12-14,1056.1,1060.05,1030.2,1049.5,3909,2021,12,14,202112
HINDU.ADHESI,514428,BSE,2021-12-14,262.0,263.45,255.35,255.4,7035,2021,12,14,202112
SRI KPR IND ,514442,BSE,2021-12-14,20.3,22.95,20.3,21.5,4910,2021,12,14,202112
JYOTI RESINS,514448,BSE,2021-12-14,832.9,832.9,812.1,820.2,2909,2021,12,14,202112
MAHA.RUBTECH,514450,BSE,2021-12-14,59.2,59.35,58.0,58.45,17421,2021,12,14,202112
SOUTH.LATEX ,514454,BSE,2021-12-14,27.65,27.65,27.65,27.65,6960,2021,12,14,202112
OSWAL YARNS ,514460,BSE,2021-12-14,10.31,10.31,9.85,9.85,1946,2021,12,14,202112
WIMSOME TEXT,514470,BSE,2021-12-14,83.2,83.2,77.05,83.0,65034,2021,12,14,202112
MOD.INSUL.  ,515008,BSE,2021-12-14,60.05,63.9,60.05,62.85,19964,2021,12,14,202112
ASAHI IN.GLA,515030,BSE,2021-12-14,465.05,483.25,465.05,475.7,7470,2021,12,14,202112
MURD.CERAM  ,515037,BSE,2021-12-14,26.8,27.05,26.0,26.45,13064,2021,12,14,202112
SAINT-GOBAIN,515043,BSE,2021-12-14,72.05,73.4,71.5,71.9,77731,2021,12,14,202112
ANANTRAJ    ,515055,BSE,2021-12-14,80.7,81.3,77.45,77.9,70905,2021,12,14,202112
MADHUS.IND. ,515059,BSE,2021-12-14,31.4,31.4,29.35,30.6,585,2021,12,14,202112
RESTILE CER.,515085,BSE,2021-12-14,3.5,3.75,3.3,3.63,218466,2021,12,14,202112
MADHAV MARB.,515093,BSE,2021-12-14,58.0,58.0,51.7,55.05,4871,2021,12,14,202112
RAMASIGNS   ,515127,BSE,2021-12-14,7.39,7.39,7.05,7.39,57942,2021,12,14,202112
HIND.NAT.GLS,515145,BSE,2021-12-14,30.4,31.05,30.1,30.55,6485,2021,12,14,202112
HALDYN GLASS,515147,BSE,2021-12-14,39.75,40.9,38.8,40.5,94708,2021,12,14,202112
DUROPLY     ,516003,BSE,2021-12-14,126.35,128.3,122.0,125.2,6976,2021,12,14,202112
MANGALAM TIM,516007,BSE,2021-12-14,16.5,17.05,15.7,16.5,633,2021,12,14,202112
SHREYANS IND,516016,BSE,2021-12-14,100.0,103.0,98.0,101.4,3457,2021,12,14,202112
STAR PAPER  ,516022,BSE,2021-12-14,133.05,134.0,131.4,133.3,4615,2021,12,14,202112
YASHPAKKA   ,516030,BSE,2021-12-14,84.0,84.8,82.05,83.4,23258,2021,12,14,202112
SARDA PAPERS,516032,BSE,2021-12-14,13.25,13.56,12.92,13.06,17242,2021,12,14,202112
NAT.PLYWOOD ,516062,BSE,2021-12-14,11.99,12.02,11.45,12.02,4078,2021,12,14,202112
ARROWGREEN  ,516064,BSE,2021-12-14,138.1,139.65,135.1,137.0,3096,2021,12,14,202112
VISHNU CHEM ,516072,BSE,2021-12-14,908.0,908.0,857.0,892.15,648,2021,12,14,202112
JUMBO BAG   ,516078,BSE,2021-12-14,15.65,15.65,15.5,15.65,1957,2021,12,14,202112
N.R.AGARWAL ,516082,BSE,2021-12-14,255.2,261.0,252.05,259.75,474,2021,12,14,202112
3PLAND      ,516092,BSE,2021-12-14,13.19,14.6,13.19,14.51,3223,2021,12,14,202112
SANGAL PAPER,516096,BSE,2021-12-14,104.0,104.0,99.3,99.3,101,2021,12,14,202112
SH.KARTHIK P,516106,BSE,2021-12-14,6.95,7.12,6.95,7.12,2044,2021,12,14,202112
S.I.PAPER   ,516108,BSE,2021-12-14,135.0,157.0,135.0,144.25,16592,2021,12,14,202112
SCANDENT    ,516110,BSE,2021-12-14,24.8,26.25,23.1,24.9,76141,2021,12,14,202112
VINDHYA TELE,517015,BSE,2021-12-14,1076.05,1093.55,1063.5,1090.0,712,2021,12,14,202112
RUTTONSHA IN,517035,BSE,2021-12-14,105.0,108.7,100.7,108.7,7426,2021,12,14,202112
ADORWELDING ,517041,BSE,2021-12-14,719.9,725.2,701.7,717.3,562,2021,12,14,202112
SALZER ELEC ,517059,BSE,2021-12-14,210.0,210.0,201.9,202.5,2947,2021,12,14,202112
JETINFOTRAN ,517063,BSE,2021-12-14,45.05,47.0,45.05,45.7,4006,2021,12,14,202112
APLAB LTD.  ,517096,BSE,2021-12-14,18.3,19.95,18.3,19.8,8322,2021,12,14,202112
PCS TECH    ,517119,BSE,2021-12-14,15.8,15.95,14.11,15.65,20518,2021,12,14,202112
USHA MART.LT,517146,BSE,2021-12-14,89.0,92.05,89.0,91.45,25371,2021,12,14,202112
SPEL SEMICON,517166,BSE,2021-12-14,25.85,25.85,24.1,24.75,50133,2021,12,14,202112
SUBROS LTD. ,517168,BSE,2021-12-14,362.7,401.05,355.6,398.7,29004,2021,12,14,202112
HONEYWELL   ,517174,BSE,2021-12-14,39888.95,40622.0,39847.65,40085.9,91,2021,12,14,202112
SWITCH.TECH.,517201,BSE,2021-12-14,38.0,42.0,38.0,42.0,342,2021,12,14,202112
LUMAX IND   ,517206,BSE,2021-12-14,1418.0,1418.0,1378.4,1388.55,573,2021,12,14,202112
DIGISPICE   ,517214,BSE,2021-12-14,41.9,41.9,39.45,39.75,26904,2021,12,14,202112
CALCOM VISIO,517236,BSE,2021-12-14,103.35,103.35,103.35,103.35,3124,2021,12,14,202112
DYNAVISION  ,517238,BSE,2021-12-14,192.0,210.7,192.0,194.0,158,2021,12,14,202112
BCC FUBA    ,517246,BSE,2021-12-14,16.95,17.25,16.3,16.5,2838,2021,12,14,202112
PRECISION EL,517258,BSE,2021-12-14,26.1,27.3,25.5,26.9,3499,2021,12,14,202112
FINELINE CI ,517264,BSE,2021-12-14,30.0,30.0,29.1,29.25,1048,2021,12,14,202112
HBL P SYS   ,517271,BSE,2021-12-14,63.5,67.8,63.0,67.2,425254,2021,12,14,202112
GUJARATPOLY ,517288,BSE,2021-12-14,15.0,15.0,15.0,15.0,5239,2021,12,14,202112
GUJ.IND.POW.,517300,BSE,2021-12-14,83.8,83.8,82.0,82.75,11951,2021,12,14,202112
CMI LTD.    ,517330,BSE,2021-12-14,39.0,39.0,37.7,38.2,18516,2021,12,14,202112
